,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
0,1,"1,880,000 ₪",תירוש מפה,"דירה, גילה, ירושלים",3,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
1,2,"2,300,000 ₪","שח""ל מפה","דירה, גבעת מרדכי, ירושלים",4,60,none,"קומות בבנין
7","חניות
1",1,1,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
2,3,"3,650,000 ₪",הנוטרים מפה,"דירה, קטמונים, ירושלים",1,115,"מרפסות
1","קומות בבנין
2","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,1
3,4,"2,137,000 ₪",המרגלית 304 מפה,"דירה, גילה, ירושלים",קרקע,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,1
4,5,"2,230,000 ₪",סולם יעקב 1 מפה,"דירה, רמות, ירושלים",2,60,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
5,6,"1,960,000 ₪",אלי תבין 22 מפה,"דירה, פסגת זאב, ירושלים",1,73,none,"קומות בבנין
3","חניות
1",0,0,0,1,1,1,0,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
6,7,"2,880,000 ₪",השופט חיים כהן 14 מפה,"דירה, ארנונה, ירושלים",8,86,"מרפסות
1","קומות בבנין
13","חניות
1",0,0,1,1,1,1,1,1,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
7,8,"2,250,000 ₪",שאול אביגור 1 מפה,"דירה, חומת שמואל, הר חומה, ירושלים",5,66,"מרפסות
1","קומות בבנין
6","חניות
1",1,1,1,1,1,1,0,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,1
8,9,"4,000,000 ₪","הר""ן 8 מפה","דירה, רחביה, ירושלים",1,80,"מרפסות
2","קומות בבנין
2","חניות
ללא",1,1,0,0,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
9,10,"2,000,000 ₪",חוזה סן מרטין 11 מפה,"דירה, קטמונים, ירושלים",1,78,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,1,1,1,1,1,1,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
10,11,"2,100,000 ₪",מעגלות הרב פרדס 411 מפה,"דירה, נווה יעקב, ירושלים",4,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
11,12,"2,555,000 ₪",בית ישראל 2 מפה,"דירה, בית ישראל, ירושלים",1,66,none,"קומות בבנין
2","חניות
ללא",1,0,0,1,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
12,13,"1,810,000 ₪",קדושי בבל 2 מפה,"דירה, ארמון הנציב, תלפיות מזרח, ירושלים",2,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
13,14,"2,500,000 ₪",שלמה באום 13 מפה,"דירה, חומת שמואל, הר חומה, ירושלים",1,70,"מרפסות
2","קומות בבנין
5","חניות
ללא",0,1,1,1,1,1,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
14,15,"2,000,000 ₪",מבוא הצרי 6 מפה,"דירה, גילה, ירושלים",2,85,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,0,1,1,1,1,0,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
15,16,"2,550,000 ₪",קדיש לוז 16 מפה,"דירה, רמת שרת, ירושלים",5,64,"מרפסות
1","קומות בבנין
7","חניות
ללא",1,0,1,1,1,0,1,1,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
16,17,"2,140,000 ₪","שח""ל 1 מפה","דירה, גבעת מרדכי, ירושלים",2,43,none,"קומות בבנין
6","חניות
ללא",1,1,0,1,1,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,1
17,18,"2,300,000 ₪",השישה עשר 11 מפה,"דירה, פסגת זאב, ירושלים",1,80,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
18,19,"1,990,000 ₪",אדם 43 מפה,"דירה, ארמון הנציב, תלפיות מזרח, ירושלים",1,69,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
19,20,"2,020,000 ₪",עמנואל אולסבנגר 112 מפה,"דירה, קרית היובל, ירושלים",4,53,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
01/09/2023",1,0
20,21,"2,350,000 ₪",אברהם שטרן 1 מפה,"דירה, קרית היובל, ירושלים",4,55,"מרפסות
1","קומות בבנין
8","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
21,22,"1,800,000 ₪",שלמה מפה,nan,קרקע,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
22,23,"2,690,000 ₪",חזון ציון מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",6,68,"מרפסות
1","קומות בבנין
6","חניות
ללא",0,0,1,0,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
23,24,"2,690,000 ₪","כ""ט בנובמבר מפה","דירה, קטמון הישנה, ירושלים",4,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
24,25,"2,700,000 ₪",שדרות הנשיא השישי מפה,"דירה, קרית הלאום, ירושלים",5,65,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
25,26,"2,850,000 ₪",שמואל שלאין מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",2,74,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
15/09/2023",0,0
26,27,"3,500,000 ₪",גלבר מפה,"דירה, רמת דניה, ירושלים",3,91,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,0,1,1,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
27,28,"2,600,000 ₪",ירושלים מפה,"דירה, ירושלים",2,65,"מרפסות
1","קומות בבנין
4","חניות
1",0,0,1,1,1,1,0,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
28,29,"2,230,000 ₪",קדיש לוז מפה,"דירה, רמת שרת, ירושלים",1,65,none,"קומות בבנין
6","חניות
ללא",1,1,1,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
29,30,לא צוין מחיר,משה קול מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",3,74,"מרפסות
1","קומות בבנין
4","חניות
1",0,0,1,0,1,1,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
30,31,"2,125,000 ₪",אורוגואי מפה,"דירה, קרית היובל, ירושלים",5,90,none,"קומות בבנין
7","חניות
1",0,0,1,0,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
31,32,"1,780,000 ₪",גילה מפה,"דירה, גילה, ירושלים",1,72,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,1
32,33,"1,790,000 ₪",שוהם מפה,"דירה, גילה, ירושלים",4,75,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
33,34,"2,650,000 ₪",ירושלים מפה,"דירה, ירושלים",1,100,"מרפסות
1","קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,1,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
34,35,"1,990,000 ₪",השישה עשר מפה,"דירה, פסגת זאב, ירושלים",2,76,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,1
35,36,"1,800,000 ₪",מאיר גרשון מפה,"דירה, פסגת זאב, ירושלים",1,75,none,"קומות בבנין
4","חניות
ללא",1,1,1,1,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
36,37,"3,350,000 ₪",אברבנאל מפה,"דירה, רחביה, ירושלים",קרקע,67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
37,38,"4,900,000 ₪",ירושלים מפה,"דירה, ירושלים",1,100,"מרפסות
2","קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
38,39,"2,890,000 ₪","בית הכרם, רמת בית הכרם מפה","דירה, בית הכרם, רמת בית הכרם, ירושלים",1,70,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
39,40,"1,725,000 ₪",הנופך מפה,"דירה, גילה, ירושלים",1,67,"מרפסות
1","קומות בבנין
4","חניות
ללא",0,0,0,1,0,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
40,41,לא צוין מחיר,בעל השאילתות מפה,"דירה, גבעת שאול, ירושלים",3,70,"מרפסות
1","קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
41,42,"1,990,000 ₪",ברוך צוקרמן מפה,"דירה, נווה יעקב, ירושלים",6,70,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
42,43,לא צוין מחיר,מעגלות הרב פרדס 38 מפה,"דירה, נווה יעקב, ירושלים",1,80,none,"קומות בבנין
4","חניות
ללא",0,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
43,44,"2,450,000 ₪",אברהם שטרן 41 מפה,"דירה, קרית היובל, ירושלים",1,60,none,"קומות בבנין
8","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",1,0
44,45,"3,300,000 ₪",יהושע בן גמלא 10 מפה,"דירה, קטמון הישנה, ירושלים",2,107,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
45,46,"1,950,000 ₪",הדולב 16 מפה,"דירה, גילה, ירושלים",3,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
46,47,"1,880,000 ₪",תירוש 560 מפה,"דירה, גילה, ירושלים",3,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
47,48,"1,950,000 ₪",הרב פנחס א.וסרמן 1 מפה,"דירה, נווה יעקב, ירושלים",2,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/08/2023",0,0
48,49,"3,950,000 ₪",אבן גבירול 10 מפה,"דירה, רחביה, ירושלים",3,75,"מרפסות
2","קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/10/2023",0,0
49,50,"2,220,000 ₪",ברזיל 28 מפה,"דירה, קרית היובל, ירושלים",1,60,none,"קומות בבנין
7","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
50,51,"2,400,000 ₪",ראובן מס 131 מפה,"דירה, רמות, ירושלים",2,70,"מרפסות
1","קומות בבנין
3","חניות
1",1,1,0,1,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
51,52,"2,020,000 ₪",שבו 2 מפה,"דירה, גילה, ירושלים",2,67,none,"קומות בבנין
5","חניות
ללא",1,0,0,1,0,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
52,53,"2,990,000 ₪",החלוץ 70 מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",2,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
53,54,"2,350,000 ₪",יצחק טוניק 17 מפה,"דירה, פסגת זאב, ירושלים",2,79,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",1,0
54,55,"2,650,000 ₪",בר כוכבא 16 מפה,"דירה, הגבעה הצרפתית, גבעת שפירא, ירושלים",4,60,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
55,56,"2,180,000 ₪",מאיר בלבן 3 מפה,"דירה, נווה יעקב, ירושלים",1,70,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
56,57,"5,050,000 ₪",אנג'לו לוי ביאנקיני 1 מפה,"דירה, מרכז העיר, ירושלים",3,87,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
57,58,"3,200,000 ₪",בית יעקב 5 מפה,"דירה, מחנה יהודה - לב העיר, ירושלים",1,85,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,0,1,0,1,1,1,0,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
58,59,"3,095,000 ₪",אלעזר בן יאיר 16 מפה,"דירה, קטמונים, ירושלים",2,97,"מרפסות
1","קומות בבנין
5","חניות
1",0,0,1,1,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",1,0
59,60,"2,350,000 ₪","שח""ל 29 מפה","דירה, גבעת מרדכי, ירושלים",1,52,none,"קומות בבנין
6","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
31/12/2023",0,1
60,61,"1,800,000 ₪",שלמה מפה,nan,קרקע,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
61,62,"1,750,000 ₪",האנפה מפה,"דירה, גילה, ירושלים",3,65,none,"קומות בבנין
3","חניות
3",1,1,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
62,63,"2,750,000 ₪",קדיש לוז מפה,"דירה, רמת שרת, ירושלים",1,65,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,1,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
63,64,"2,020,000 ₪",גילה מפה,"דירה, גילה, ירושלים",2,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
64,65,"1,750,000 ₪",שלמה בן יוסף 19 מפה,"דירה, ארמון הנציב, תלפיות מזרח, ירושלים",1,63,none,"קומות בבנין
3","חניות
ללא",0,1,0,1,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
65,66,"1,890,000 ₪",גילה מפה,"דירה, גילה, ירושלים",1,70,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
66,67,"1,800,000 ₪",שלמה מפה,"דירה, פסגת זאב, ירושלים",קרקע,65,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
67,68,"3,690,000 ₪",ג'ורג' וושינגטון מפה,"דירה, טלביה, קוממיות, ירושלים",2,75,"מרפסות
3","קומות בבנין
3","חניות
1",0,1,1,1,1,0,0,1,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,1
68,69,"3,600,000 ₪",חזקיהו המלך מפה,"דירה, קטמון הישנה, ירושלים",4,71,"מרפסות
2","קומות בבנין
7","חניות
1",0,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,1
69,70,"2,700,000 ₪","חרל""פ מפה","דירה, ירושלים",3,75,"מרפסות
3","קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
70,71,"2,900,000 ₪",משה אהרון טוב מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",2,65,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
71,72,"4,100,000 ₪",יפו מפה,"דירה, מחנה יהודה - לב העיר, ירושלים",19,82,"מרפסות
1","קומות בבנין
40","חניות
1",1,0,1,0,1,1,1,1,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
72,73,"2,100,000 ₪",לשם מפה,"דירה, גילה, ירושלים",1,77,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,1,1,1,1,1,1,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
73,74,"2,080,000 ₪",קרית היובל מפה,"דירה, קרית היובל, ירושלים",4,56,none,"קומות בבנין
6","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
74,75,"2,800,000 ₪",ירושלים מפה,"דירה, ירושלים",2,85,"מרפסות
2","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
75,76,"1,950,000 ₪",אדם 612 מפה,"דירה, ארמון הנציב, תלפיות מזרח, ירושלים",1,65,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
76,77,"1,810,000 ₪",ליש 404 מפה,"דירה, גילה, ירושלים",4,74,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,1
77,78,"2,125,000 ₪",קדיש לוז מפה,"דירה, ירושלים",3,65,none,"קומות בבנין
7","חניות
ללא",0,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
78,79,לא צוין מחיר,בר כוכבא מפה,"דירה, הגבעה הצרפתית, גבעת שפירא, ירושלים",1,62,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
79,80,"2,100,000 ₪",מנחם ברש מפה,"דירה, חומת שמואל, הר חומה, ירושלים",3,77,"מרפסות
1","קומות בבנין
6","חניות
1",1,1,1,1,1,1,1,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,1
80,81,"3,000,000 ₪",דה רוסי מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",1,78,"מרפסות
1","קומות בבנין
3","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
81,82,"2,280,000 ₪",דוד צבי פנקס 3 מפה,"דירה, גבעת מרדכי, ירושלים",קרקע,63,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
82,83,"1,980,000 ₪",י.ש. ברנדוויין 6 מפה,"דירה, פסגת זאב, ירושלים",3,68,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,1
83,84,"1,950,000 ₪",השישה עשר 41 מפה,"דירה, פסגת זאב, ירושלים",4,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/01/2024",0,1
84,85,"2,350,000 ₪",מיס לנדאו 15 מפה,"דירה, גבעת משואה, ירושלים",3,77,"מרפסות
2","קומות בבנין
3","חניות
ללא",0,0,0,1,0,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
85,86,"2,250,000 ₪",בר כוכבא 14 מפה,"דירה, הגבעה הצרפתית, גבעת שפירא, ירושלים",1,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
86,87,"2,400,000 ₪",ברזיל 101 מפה,"דירה, קרית היובל, ירושלים",-2,60,none,"קומות בבנין
8","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
87,88,"2,330,000 ₪",בר כוכבא 19 מפה,"דירה, הגבעה הצרפתית, גבעת שפירא, ירושלים",3,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
88,89,"1,950,000 ₪",שלום וצדק 4 מפה,"דירה, פסגת זאב, ירושלים",4,65,none,"קומות בבנין
4","חניות
1",1,1,1,1,0,1,0,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
89,90,"2,950,000 ₪",חיים יחיל 8 מפה,"דירה, קטמונים, ירושלים",1,84,none,"קומות בבנין
4","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/11/2023",0,0
90,91,"2,300,000 ₪",אבנר חי שאקי 27 מפה,"דירה, גילה, ירושלים",2,91,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,1,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
91,92,"4,350,000 ₪",דיסקין 11 מפה,"דירה, רחביה, ירושלים",11,105,none,"קומות בבנין
11","חניות
ללא",1,1,1,1,0,0,1,0,0,0,none,"תאריך כניסה
כניסה מיידית",1,0
92,93,"2,120,000 ₪",גדוד חרמש מפה,"דירה, פסגת זאב, ירושלים",3,70,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
93,94,לא צוין מחיר,שדרות לוי אשכול 26 מפה,"דירה, רמת אשכול, ירושלים",2,105,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,1,1,1,0,1,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
94,95,"2,700,000 ₪","האדמו""ר מרוז'ין 3 מפה","דירה, הר נוף, ירושלים",3,65,"מרפסות
1","קומות בבנין
5","חניות
1",1,1,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
95,96,"2,050,000 ₪",ורדינון 7 מפה,"דירה, גילה, ירושלים",2,64,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/05/2024",0,0
96,97,"2,345,000 ₪",אבנר חי שאקי 1 מפה,"דירה, גילה, ירושלים",4,110,"מרפסות
2","קומות בבנין
7","חניות
1",0,0,1,1,1,1,1,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
97,98,לא צוין מחיר,דה רוסי 6 מפה,"דירה, בית הכרם, רמת בית הכרם, ירושלים",3,100,"מרפסות
2","קומות בבנין
5","חניות
2",1,0,1,1,1,1,1,1,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
98,99,"3,000,000 ₪",הרב שמואל ברוך 1 מפה,"דירה, מחנה יהודה - לב העיר, ירושלים",2,68,"מרפסות
2","קומות בבנין
4","חניות
ללא",1,0,1,1,0,1,1,1,0,0,"מצב הנכס
חדש","תאריך כניסה
01/01/2024",0,0
99,100,"2,890,000 ₪","בית הכרם, רמת בית הכרם מפה",nan,1,70,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
100,101,"1,880,000 ₪",גילה מפה,"דירה, גילה, ירושלים",3,62,none,"קומות בבנין
4","חניות
ללא",1,1,1,1,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
101,102,"2,750,000 ₪",קורא הדורות מפה,"דירה, תלפיות, ירושלים",1,75,"מרפסות
2","קומות בבנין
3","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
102,103,"1,850,000 ₪",אדם מפה,"דירה, ארמון הנציב, תלפיות מזרח, ירושלים",3,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",1,0
103,104,"1,980,000 ₪",הצבר מפה,"דירה, גילה, ירושלים",4,75,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,1
