,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
105,106,"1,650,000 ₪",טרומפלדור מפה,"דירה, נתניה",1,60,"מרפסות
1","קומות בבנין
2","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
106,107,"1,720,000 ₪",טרומפלדור מפה,"דירה, נתניה",2,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
107,108,"2,100,000 ₪",טשרניחובסקי 4 מפה,"דירה, מרכז העיר דרום, נתניה",1,95,none,"קומות בבנין
8","חניות
1",1,0,1,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
108,109,"1,800,000 ₪",יאנוש קורצ'אק 13 מפה,"דירה, קרית נורדאו, נתניה",1,70,none,"קומות בבנין
4","חניות
1",1,0,0,0,0,0,0,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
109,110,"2,090,000 ₪",יהודה הלוי,"דירה, מרכז העיר דרום, נתניה",4,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
110,111,"1,890,000 ₪",יהודה הלוי 25 מפה,"דירה, מרכז העיר דרום, נתניה",5,80,none,"קומות בבנין
7","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
111,112,"1,780,000 ₪",יהודה הלוי 29 מפה,"דירה, מרכז העיר דרום, נתניה",1,80,none,"קומות בבנין
5","חניות
3",1,0,1,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
112,113,"1,820,000 ₪",יהודה הלוי מפה,"דירה, מרכז העיר דרום, נתניה",5,85,none,"קומות בבנין
8","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/09/2023",0,0
113,114,"1,820,000 ₪",יהודה הלוי מפה,"דירה, מרכז העיר דרום, נתניה",5,85,none,"קומות בבנין
8","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
01/09/2023",0,0
114,115,"1,470,000 ₪",יהודה הלוי מפה,"דירה, מרכז העיר דרום, נתניה",2,לא צוין,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
115,116,"1,670,000 ₪",יהודה הלוי מפה,"דירה, מרכז העיר דרום, נתניה",3,65,none,"קומות בבנין
6","חניות
1",1,0,1,0,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
116,117,"1,790,000 ₪",יהודה הנשיא 29 מפה,"דירה, צפון מערב מרכז העיר, נתניה",1,90,none,"קומות בבנין
1","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
117,118,"1,700,000 ₪",יוחנן הסנדלר 2 מפה,"דירה, נאות הרצל, נתניה",2,55,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
118,119,"2,850,000 ₪",יוסף לפיד 1 מפה,"דירה, גלי הים, נתניה",11,90,"מרפסות
1","קומות בבנין
30","חניות
1",1,0,1,0,1,1,0,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
119,120,"2,985,000 ₪",יוסף לפיד 1 מפה,"דירה, נתניה",21,90,"מרפסות
1","קומות בבנין
30","חניות
1",1,0,1,0,1,1,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
120,121,"1,515,000 ₪",יחזקאל בן בוזי 14 מפה,"דירה, רמת ידין, נתניה",3,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
121,122,"1,515,000 ₪",יחזקאל בן בוזי 14 מפה,"דירה, רמת ידין, נתניה",3,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
122,123,"1,390,000 ₪",יחזקאל בן בוזי 19 מפה,"דירה, רמת ידין, נתניה",3,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
123,124,"1,870,000 ₪",יחזקאל בן בוזי מפה,"דירה, רמת ידין, נתניה",קרקע,78,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
124,125,"1,520,000 ₪",יחזקאל בן בוזי מפה,"דירה, נתניה",2,65,none,"קומות בבנין
4","חניות
ללא",0,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
125,126,"1,870,000 ₪",יחזקאל בן בוזי מפה,"דירה, רמת ידין, נתניה",קרקע,78,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
126,127,"1,690,000 ₪",יחזקאל בן בוזי מפה,"דירה, נתניה",3,64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
127,128,"1,550,000 ₪",יחזקאל בן בוזי מפה,"דירה, רמת ידין, נתניה",4,73,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
128,129,"1,550,000 ₪",יחזקאל בן בוזי מפה,"דירה, רמת ידין, נתניה",4,73,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
129,130,"1,550,000 ₪",יחזקאל בן בוזי מפה,"דירה, רמת ידין, נתניה",3,75,none,"קומות בבנין
3","חניות
ללא",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
130,131,"1,550,000 ₪",יחזקאל בן בוזי מפה,"דירה, רמת ידין, נתניה",1,60,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
131,132,"1,750,000 ₪",יצחק גרינבוים 15 מפה,"דירה, נאות שקד, נתניה",4,70,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
132,133,"1,520,000 ₪",יצחק גרינבוים 16 מפה,"דירה, נאות שקד, נתניה",1,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
133,134,"1,500,000 ₪",יצחק גרינבוים 16 מפה,"דירה, נאות שקד, נתניה",1,70,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
134,135,"1,650,000 ₪",יצחק גרינבוים 18 מפה,"דירה, נאות שקד, נתניה",2,70,none,"קומות בבנין
3","חניות
1",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
135,136,"1,420,000 ₪",יצחק גרינבוים 22 מפה,"דירה, נאות שקד, נתניה",1,65,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
136,137,"1,450,000 ₪",יצחק גרינבוים 28 מפה,"דירה, נאות שקד, נתניה",1,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
137,138,"1,660,000 ₪",יצחק גרינבוים 34 מפה,"דירה, נאות שקד, נתניה",4,60,none,"קומות בבנין
4","חניות
1",1,1,0,1,0,0,1,1,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
01/06/2023",0,0
138,139,"1,550,000 ₪",יצחק גרינבוים 34 מפה,"דירה, נאות שקד, נתניה",2,60,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
139,140,"1,680,000 ₪",יצחק גרינבוים מפה,"דירה, נאות שקד, נתניה",2,60,none,"קומות בבנין
4","חניות
1",1,0,0,1,0,0,1,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
140,141,"1,530,000 ₪",יצחק קצנלסון 16 מפה,"דירה, קרית נורדאו, נתניה",2,60,none,"קומות בבנין
4","חניות
1",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
141,142,"1,680,000 ₪",יצחק קצנלסון 8 מפה,"דירה, קרית נורדאו, נתניה",2,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
142,143,"1,450,000 ₪",ירמיהו 5 מפה,"דירה, רמת ידין, נתניה",1,62,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
143,144,"1,190,000 ₪",ירמיהו מפה,"דירה, רמת ידין, נתניה",3,62,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
144,145,"1,395,000 ₪",ירמיהו מפה,"דירה, רמת ידין, נתניה",3,55,none,"קומות בבנין
3","חניות
ללא",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
145,146,"3,150,000 ₪",ישראל זנגוויל 15 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",9,99,"מרפסות
1","קומות בבנין
12","חניות
1",1,0,1,1,0,1,0,0,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
146,147,"2,300,000 ₪",ישראל זנגוויל 15 מפה,"דירה, צפון מזרח מרכז העיר, נתניה",5,88,"מרפסות
1","קומות בבנין
14","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
147,148,"1,570,000 ₪",לוי אשכול,"דירה, נאות שקד, נתניה",8,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
148,149,"1,830,000 ₪",לוי אשכול 13 מפה,"דירה, נאות שקד, נתניה",6,80,none,"קומות בבנין
8","חניות
ללא",1,0,1,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
149,150,"1,900,000 ₪",לוי אשכול 15 מפה,"דירה, נאות שקד, נתניה",5,74,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
150,151,"1,820,000 ₪",לוי אשכול 17 מפה,"דירה, נאות שקד, נתניה",7,70,none,"קומות בבנין
8","חניות
1",1,0,1,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
151,152,"1,900,000 ₪",לוי אשכול 21 מפה,"דירה, נאות שקד, נתניה",4,88,none,"קומות בבנין
8","חניות
1",1,1,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
152,153,"1,530,000 ₪",לוי אשכול 7 מפה,"דירה, נתניה",7,75,none,"קומות בבנין
8","חניות
1",1,1,1,1,1,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
153,154,"1,720,000 ₪",לוי אשכול מפה,"דירה, נאות שקד, נתניה",3,83,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
154,155,"1,590,000 ₪",לוי אשכול מפה,"דירה, נתניה",2,65,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
155,156,"2,100,000 ₪",מלחמת ששת הימים 23 מפה,"דירה, נתניה",6,80,"מרפסות
2","קומות בבנין
6","חניות
ללא",1,0,1,1,1,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
156,157,"1,680,000 ₪",מנדלי מוכר ספרים 4 מפה,"דירה, קרית נורדאו, נתניה",2,68,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
157,158,"2,400,000 ₪",מרכז העיר דרום מפה,"דירה, מרכז העיר דרום, נתניה",1,150,"מרפסות
1","קומות בבנין
7","חניות
2",1,0,1,0,1,1,1,0,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,1
158,159,"1,730,000 ₪",מרכז העיר דרום מפה,"דירה, מרכז העיר דרום, נתניה",3,83,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
159,160,"2,035,000 ₪",מרכז העיר דרום מפה,"דירה, מרכז העיר דרום, נתניה",6,70,none,"קומות בבנין
6","חניות
1",1,0,1,1,1,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
160,161,"1,900,000 ₪",מרכז העיר דרום מפה,"דירה, מרכז העיר דרום, נתניה",5,75,none,"קומות בבנין
8","חניות
1",1,1,1,1,1,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
161,162,"1,890,000 ₪",מרכז העיר דרום מפה,"דירה, מרכז העיר דרום, נתניה",5,60,none,"קומות בבנין
9","חניות
1",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
01/12/2025",0,0
162,163,"1,590,000 ₪",נאות שקד מפה,"דירה, נאות שקד, נתניה",4,75,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
163,164,"1,520,000 ₪",נאות שקד מפה,"דירה, נאות שקד, נתניה",3,70,none,"קומות בבנין
3","חניות
ללא",0,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
164,165,"1,850,000 ₪",נורדאו 61 מפה,"דירה, קרית נורדאו, נתניה",2,65,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
165,166,"1,790,000 ₪",נורדאו מפה,"דירה, קרית נורדאו, נתניה",1,60,none,"קומות בבנין
2","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
166,167,"1,480,000 ₪",נחום 13 מפה,"דירה, רמת ידין, נתניה",4,56,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/01/2024",0,0
167,168,"1,500,000 ₪",נחום 5 מפה,"דירה, נתניה",1,50,none,"קומות בבנין
1","חניות
ללא",0,0,0,0,0,0,1,1,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
168,169,"1,395,000 ₪",נעמן בלקינד 6 מפה,"דירה, נאות הרצל, נתניה",3,55,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
169,170,"1,685,000 ₪",נתניה מפה,"דירה, נתניה",3,75,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
170,171,"1,750,000 ₪",נתניה מפה,"דירה, נתניה",3,70,none,"קומות בבנין
8","חניות
ללא",1,1,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
171,172,"1,850,000 ₪",נתניה מפה,"דירה, נתניה",5,80,none,"קומות בבנין
5","חניות
ללא",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
172,173,"2,350,000 ₪",נתניה מפה,"דירה, נתניה",2,75,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,0,1,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
173,174,"2,550,000 ₪",נתניה מפה,"דירה, נתניה",5,108,none,"קומות בבנין
8","חניות
1",1,0,1,1,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
174,175,"1,890,000 ₪",נתניה מפה,"דירה, נתניה",4,80,none,"קומות בבנין
8","חניות
ללא",0,0,1,0,1,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
175,176,"2,130,000 ₪",נתניה מפה,"דירה, נתניה",4,110,none,"קומות בבנין
7","חניות
1",1,0,1,0,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
176,177,"1,850,000 ₪",נתניה מפה,"דירה, נתניה",5,80,none,"קומות בבנין
5","חניות
ללא",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
177,178,"2,280,000 ₪",נתניה מפה,"דירה, נתניה",5,94,none,"קומות בבנין
8","חניות
ללא",1,0,1,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
178,179,"1,850,000 ₪",נתניה מפה,"דירה, נתניה",3,60,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
179,180,"1,690,000 ₪",נתניה מפה,"דירה, נתניה",8,70,none,"קומות בבנין
8","חניות
1",0,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
180,181,"1,595,000 ₪",נתניה מפה,"דירה, נתניה",1,73,none,"קומות בבנין
9","חניות
1",0,1,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
181,182,"1,850,000 ₪",נתניה מפה,"דירה, נתניה",5,80,none,"קומות בבנין
5","חניות
ללא",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
182,183,"1,770,000 ₪",נתניה מפה,"דירה, נתניה",2,72,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
183,184,"1,290,000 ₪",נתניה מפה,"דירה, נתניה",4,60,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
184,185,"1,780,000 ₪",נתניה מפה,"דירה, נתניה",9,70,none,"קומות בבנין
9","חניות
2",1,1,1,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",1,0
185,186,"1,790,000 ₪",נתניה מפה,"דירה, נתניה",4,70,none,"קומות בבנין
8","חניות
1",0,0,1,0,0,0,0,0,1,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
186,187,"1,995,000 ₪",נתניה מפה,"דירה, נתניה",1,98,none,"קומות בבנין
4","חניות
1",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/09/2023",0,0
187,188,"2,290,000 ₪",נתניה מפה,"דירה, נתניה",6,125,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,1
188,189,"1,685,000 ₪",נתניה מפה,"דירה, נתניה",3,75,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
189,190,"1,750,000 ₪",נתניה מפה,"דירה, נתניה",3,68,none,"קומות בבנין
8","חניות
ללא",1,1,1,1,1,1,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
190,191,"2,250,000 ₪",נתניה מפה,"דירה, נתניה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
191,192,"1,685,000 ₪",נתניה מפה,"דירה, נתניה",3,75,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
192,193,"1,750,000 ₪",נתניה מפה,"דירה, נתניה",3,68,none,"קומות בבנין
8","חניות
ללא",1,1,1,1,1,1,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
193,194,"1,580,000 ₪",נתניה מפה,"דירה, נתניה",3,64,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
194,195,"1,390,000 ₪",נתניה מפה,"דירה, נתניה",2,70,"מרפסות
3","קומות בבנין
3","חניות
3",0,0,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
195,196,"3,500,000 ₪",נתניה מפה,"דירה, נתניה",7,120,none,"קומות בבנין
8","חניות
1",1,0,1,0,0,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
196,197,"890,000 ₪",נתניה מפה,"דירה, נתניה",3,60,none,"קומות בבנין
18","חניות
1",1,0,1,0,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
197,198,"2,250,000 ₪",נתניה מפה,"דירה, נתניה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
198,199,"1,630,000 ₪",נתניה מפה,"דירה, נתניה",1,50,none,"קומות בבנין
2","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
199,200,"1,545,000 ₪",נתניה מפה,"דירה, נתניה",1,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
200,201,"2,250,000 ₪",נתניה מפה,"דירה, נתניה",4,75,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
201,202,"1,760,000 ₪",נתניה מפה,"דירה, נתניה",1,76,none,"קומות בבנין
8","חניות
ללא",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
202,203,"1,700,000 ₪",נתניה מפה,"דירה, נתניה",2,70,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
203,204,"2,070,000 ₪",נתניה מפה,"דירה, נתניה",3,105,none,"קומות בבנין
5","חניות
1",1,0,1,0,1,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
204,205,"1,950,000 ₪",נתניה מפה,"דירה, נתניה",4,80,none,"קומות בבנין
4","חניות
ללא",0,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
205,206,"2,350,000 ₪",נתניה מפה,"דירה, נתניה",7,80,"מרפסות
1","קומות בבנין
12","חניות
1",1,0,1,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
206,207,"1,685,000 ₪",נתניה מפה,"דירה, נתניה",3,75,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
207,208,"2,200,000 ₪",נתניה מפה,"דירה, נתניה",5,80,"מרפסות
1","קומות בבנין
9","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
208,209,"1,350,000 ₪",נתניה מפה,"דירה, נתניה",4,86,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
209,210,"4,990,000 ₪",נתניה מפה,"דירה, נתניה",21,178,"מרפסות
1","קומות בבנין
32","חניות
2",1,0,1,0,1,1,1,1,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
210,211,"1,850,000 ₪",נתניה מפה,"דירה, נתניה",2,78,none,"קומות בבנין
4","חניות
2",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
211,212,"1,770,000 ₪",נתניה מפה,"דירה, נתניה",8,71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
212,213,"1,850,000 ₪",נתניה מפה,"דירה, נתניה",3,67,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
213,214,"1,420,000 ₪",נתניה מפה,"דירה, נתניה",4,70,none,"קומות בבנין
4","חניות
3",1,1,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
214,215,"2,180,000 ₪",סמילנסקי 48 מפה,"דירה, מרכז העיר דרום, נתניה",6,120,none,"קומות בבנין
7","חניות
1",1,0,1,1,1,0,0,0,0,1,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",1,0
215,216,"1,630,000 ₪",עולי הגרדום 14 מפה,"דירה, נאות הרצל, נתניה",5,74,none,"קומות בבנין
5","חניות
ללא",1,0,1,1,1,0,1,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
216,217,"1,790,000 ₪",פינסקר 22 מפה,"דירה, מרכז העיר דרום, נתניה",5,73,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,1,1,0,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
